Progressivo,Targa,Tipo,Marca,Ditta,Periodicità,Data_Immatricolazione,Bollo,SospPneum,NumAssi,KW,Regione
4262,"FM281PM",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4263,"CC309YA",0,0,16,4,"02/28/22 00:00:00",1,0,0,0,9
4264,"FX888FB",0,0,35,12,"10/31/22 00:00:00",1,0,0,0,9
4270,"GD042GK",0,0,73,12,"01/31/22 00:00:00",1,0,0,0,9
4273,"BGA59674",0,0,79,4,"09/30/22 00:00:00",1,0,0,0,9
4274,"BG983663",0,0,79,4,"09/30/22 00:00:00",1,0,0,0,9
4275,"GC763RN",0,0,83,4,"02/28/22 00:00:00",1,0,0,0,9
4276,"GC764RN",0,0,83,4,"02/28/22 00:00:00",1,0,0,0,9
4279,"GF978JK",0,0,97,12,"12/31/21 00:00:00",1,0,0,0,9
4280,"GJ194BR",0,0,97,12,"02/28/22 00:00:00",1,0,0,0,9
4281,"GH285MB",0,0,77,4,"02/28/22 00:00:00",1,0,0,0,9
4282,"GC067RN",0,0,90,12,"10/31/22 00:00:00",1,0,0,0,9
4283,"FN033WD",0,0,90,12,"06/30/22 00:00:00",1,0,0,0,9
4285,"FN445WD",0,0,90,12,"09/30/22 00:00:00",1,0,0,0,9
4292,"FM026PM",0,0,95,12,"10/31/22 00:00:00",1,0,0,0,9
4294,"FM046PM",0,0,96,12,"10/31/22 00:00:00",1,0,0,0,9
4295,"FM029PM",0,0,96,12,"10/31/22 00:00:00",1,0,0,0,9
4296,"GJ180BR",0,0,77,4,"02/28/22 00:00:00",1,0,0,0,9
4301,"FP245DH",0,0,119,4,"02/28/22 00:00:00",1,0,0,0,9
4302,"GJ197BR",0,0,89,12,"02/28/22 00:00:00",1,0,0,0,9
4303,"GJ198BR",0,0,89,12,"02/28/22 00:00:00",1,0,0,0,9
4304,"GJ199BR",0,0,89,12,"02/28/22 00:00:00",1,0,0,0,9
4305,"GJ200BR",0,0,89,12,"02/28/22 00:00:00",1,0,0,0,9
4306,"GJ201BR",0,0,89,12,"02/28/22 00:00:00",1,0,0,0,9
4309,"GF730JK",0,0,77,4,"02/28/22 00:00:00",1,0,0,0,9
4310,"GJ216BR",0,0,98,12,"02/28/22 00:00:00",1,0,0,0,9
4311,"FZ453EM",0,0,4,12,"01/31/23 00:00:00",1,0,0,0,9
4312,"GG349LN",0,0,123,12,"02/28/23 00:00:00",1,0,0,0,9
4314,"GA406BK",0,0,124,12,"03/31/22 00:00:00",1,0,0,0,9
4315,"DJ954EL",0,0,124,12,"06/30/22 00:00:00",1,0,0,0,9
4316,"BGB54355",0,0,124,12,"05/31/22 00:00:00",1,0,0,0,9
4317,"EC848ME",0,0,124,12,"05/31/22 00:00:00",1,0,0,0,9
4318,"DR287CR",0,0,124,12,"05/31/22 00:00:00",1,0,0,0,9
4324,"GJ262BR",0,0,17,4,"02/28/22 00:00:00",1,0,0,0,9
4325,"GJ263BR",0,0,17,4,"02/28/22 00:00:00",1,0,0,0,9
4326,"GJ264BR",0,0,17,4,"02/28/22 00:00:00",1,0,0,0,9
4329,"GF351JK",0,0,1,12,"07/31/22 00:00:00",1,0,0,0,9
4333,"DK940WP",0,0,19,12,"11/30/22 00:00:00",1,0,0,0,9
4335,"GA343BK",0,0,73,12,"03/31/22 00:00:00",1,0,0,0,9
4336,"FP806RS",0,0,77,4,"03/31/22 00:00:00",1,0,0,0,9
4337,"GH514MB",0,0,82,4,"03/31/22 00:00:00",1,0,0,0,9
4338,"GJ290BR",0,0,83,4,"03/31/22 00:00:00",1,0,0,0,9
4339,"GJ288BR",0,0,83,4,"03/31/22 00:00:00",1,0,0,0,9
4340,"GJ289BR",0,0,83,4,"03/31/22 00:00:00",1,0,0,0,9
4343,"DX808JW",0,0,110,12,"08/31/22 00:00:00",1,0,0,0,9
4344,"DX177JW",0,0,110,12,"05/31/22 00:00:00",1,0,0,0,9
4346,"FD421VH",0,0,115,12,"04/30/22 00:00:00",1,0,0,0,9
4347,"GF202JK",0,0,115,12,"06/30/22 00:00:00",1,0,0,0,9
4349,"GF201JK",0,0,115,12,"06/30/22 00:00:00",1,0,0,0,9
4350,"GF405JK",0,0,115,12,"07/31/22 00:00:00",1,0,0,0,9
4352,"GJ306BR",0,0,92,4,"03/31/22 00:00:00",1,0,0,0,9
4355,"GJ312BR",0,0,82,4,"03/31/22 00:00:00",1,0,0,0,9
4356,"GP930CP",0,0,59,12,"09/30/22 00:00:00",1,0,0,0,9
4358,"GH660MB",0,0,73,12,"03/31/22 00:00:00",1,0,0,0,9
4359,"GJ329BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4360,"GJ330BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4361,"GJ331BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4362,"GJ332BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4363,"GJ334BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4364,"GJ335BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4365,"GJ333BR",0,0,17,4,"03/31/22 00:00:00",1,0,0,0,9
4366,"GH694MB",0,0,84,12,"03/31/22 00:00:00",1,0,0,0,9
4367,"GH695MB",0,0,84,12,"03/31/22 00:00:00",1,0,0,0,9
4368,"GH696MB",0,0,84,12,"03/31/22 00:00:00",1,0,0,0,9
4369,"GJ354BR",0,0,89,12,"03/31/22 00:00:00",1,0,0,0,9
4370,"GJ353BR",0,0,89,12,"03/31/22 00:00:00",1,0,0,0,9
4371,"DA226AL",0,0,16,12,"01/31/23 00:00:00",1,0,0,0,9
4376,"GA136BJ",0,0,73,12,"05/31/22 00:00:00",1,0,0,0,9
4377,"GA137BJ",0,0,73,12,"05/31/22 00:00:00",1,0,0,0,9
4378,"GA138BJ",0,0,73,12,"05/31/22 00:00:00",1,0,0,0,9
4381,"GH729MB",0,0,73,12,"04/30/22 00:00:00",1,0,0,0,9
4382,"X0P84760",0,0,125,12,"12/31/22 00:00:00",1,0,0,0,9
4383,"GJ383BR",0,0,82,4,"04/30/22 00:00:00",1,0,0,0,9
4384,"GJ384BR",0,0,82,4,"04/30/22 00:00:00",1,0,0,0,9
4393,"GH566LY",0,0,84,12,"12/31/22 00:00:00",1,0,0,0,9
4394,"GF004JK",0,0,90,12,"08/31/22 00:00:00",1,0,0,0,9
4395,"GC971DF",0,0,95,12,"12/31/22 00:00:00",1,0,0,0,9
4396,"GJ601NL",0,0,83,12,"04/30/22 00:00:00",1,0,0,0,9
4397,"GH754MB",0,0,19,12,"01/31/23 00:00:00",1,0,0,0,9
4399,"GJ432BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4400,"GJ431BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4401,"GJ430BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4402,"GJ429BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4403,"GJ428BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4404,"GJ427BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4405,"GJ426BR",0,0,16,4,"04/30/22 00:00:00",1,0,0,0,9
4406,"ZA680MP",0,0,92,4,"04/30/22 00:00:00",1,0,0,0,9
4407,"GJ440BR",0,0,41,4,"04/30/22 00:00:00",1,0,0,0,9
4409,"GC944RN",0,0,84,12,"08/31/22 00:00:00",1,0,0,0,9
4410,"FF071XL",0,0,54,4,"05/31/22 00:00:00",1,0,0,0,9
4411,"ZA681MP",0,0,92,4,"04/30/22 00:00:00",1,0,0,0,9
4412,"ZA682MP",0,0,92,4,"04/30/22 00:00:00",1,0,0,0,9
4418,"GH742AR",0,0,14,4,"05/31/22 00:00:00",1,0,0,0,9
4419,"GJ507BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4420,"GJ505BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4422,"GJ498BR",0,0,41,4,"05/31/22 00:00:00",1,0,0,0,9
4424,"GJ525BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4425,"GJ524BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4426,"AW293RA",0,0,84,12,"01/31/23 00:00:00",1,0,0,0,9
4429,"GH867MB",0,0,19,12,"04/30/22 00:00:00",1,0,0,0,9
4430,"GB376PY",0,0,84,12,"08/31/22 00:00:00",1,0,0,0,9
4432,"FC283FW",0,0,101,4,"08/31/22 00:00:00",1,0,0,0,9
4434,"FK650ZW",0,0,17,12,"06/30/22 00:00:00",1,0,0,0,9
4435,"GJ569BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4436,"GJ572BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4437,"GJ573BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4438,"GJ568BR",0,0,89,12,"05/31/22 00:00:00",1,0,0,0,9
4440,"GJ578BR",0,0,17,12,"05/31/22 00:00:00",1,0,0,0,9
4441,"FC435RL",0,0,75,12,"03/31/23 00:00:00",1,0,0,0,9
4442,"GJ582BR",0,0,92,4,"05/31/22 00:00:00",1,0,0,0,9
4444,"GJ585BR",0,0,70,4,"05/31/22 00:00:00",1,0,0,0,9
4445,"GJ586BR",0,0,97,12,"05/31/22 00:00:00",1,0,0,0,9
4450,"ZA684MP",0,0,92,4,"05/31/22 00:00:00",1,0,0,0,9
4451,"GJ597BR",0,0,41,4,"06/30/22 00:00:00",1,0,0,0,9
4452,"GJ596BR",0,0,77,4,"06/30/22 00:00:00",1,0,0,0,9
4456,"GJ617BR",0,0,73,12,"06/30/22 00:00:00",1,0,0,0,9
4459,"GJ127BR",0,0,104,4,"05/31/22 00:00:00",1,0,0,0,9
4463,"GK037SF",0,0,84,4,"07/31/22 00:00:00",1,0,0,0,9
4464,"GJ683BR",0,0,97,12,"06/30/22 00:00:00",1,0,0,0,9
4465,"GF395JK",0,0,35,12,"07/31/22 00:00:00",1,0,0,0,9
4469,"GF074JS",0,0,19,12,"07/31/22 00:00:00",1,0,0,0,9
4470,"GJ230BR",0,0,82,4,"06/30/22 00:00:00",1,0,0,0,9
4471,"GK118SF",0,0,19,12,"07/31/22 00:00:00",1,0,0,0,9
4472,"GK117SF",0,0,19,12,"07/31/22 00:00:00",1,0,0,0,9
4474,"FF334GG",0,0,54,12,"07/31/22 00:00:00",1,0,0,0,9
4477,"GJ750BR",0,0,92,4,"07/31/22 00:00:00",1,0,0,0,9
4478,"GJ014BR",0,0,14,4,"12/31/21 00:00:00",1,0,0,0,9
4480,"GJ765BR",0,0,92,4,"07/31/22 00:00:00",1,0,0,0,9
4482,"GF463JK",0,0,59,12,"08/31/22 00:00:00",1,0,0,0,9
4483,"GJ980ZN",4,0,126,12,"10/31/22 00:00:00",1,0,0,0,9
4486,"GJ731ZG",4,0,126,12,"05/31/23 00:00:00",1,0,0,0,9
4487,"GH949AR",0,0,14,4,"06/30/22 00:00:00",1,0,0,0,9
4488,"FX078TM",0,0,115,12,"06/30/23 00:00:00",1,0,0,0,9
4489,"FX079TM",0,0,115,12,"06/30/23 00:00:00",1,0,0,0,9
4491,"FX190TM",0,0,19,12,"09/30/22 00:00:00",1,0,0,0,9
4492,"GJ774BR",0,0,19,12,"08/31/22 00:00:00",1,0,0,0,9
4496,"GJ814BR",0,0,83,4,"08/31/22 00:00:00",1,0,0,0,9
4497,"GJ812BR",0,0,97,12,"08/31/22 00:00:00",1,0,0,0,9
4500,"DE969TC",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4501,"DJ115ES",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4502,"DJ040EL",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4504,"GX267AD",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4505,"CY114CX",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4506,"EP220ZY",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4509,"EB586ZM",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4510,"EC947WX",0,0,127,12,"08/31/23 00:00:00",1,0,0,0,9
4512,"DD196VW",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4513,"CL747LV",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4514,"CN269GX",0,0,127,12,"03/31/23 00:00:00",1,0,0,0,9
4516,"EP966HE",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4517,"ER239VY",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4518,"ET875HJ",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4519,"DE042XS",0,0,127,12,"10/31/22 00:00:00",1,0,0,0,9
4520,"CG642BC",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4521,"EX060DK",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4522,"EL406ZP",0,0,127,12,"03/31/23 00:00:00",1,0,0,0,9
4523,"DM599RJ",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4525,"EG885KP",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4526,"FD392LL",0,0,127,12,"03/31/23 00:00:00",1,0,0,0,9
4528,"ER487XY",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4529,"FF650XG",0,0,127,12,"10/31/22 00:00:00",1,0,0,0,9
4533,"DJ535HS",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4534,"DL770SG",0,0,127,12,"09/30/22 00:00:00",1,0,0,0,9
4535,"FK484WY",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4536,"FM061PM",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4537,"DZ172AD",0,0,127,12,"08/31/23 00:00:00",1,0,0,0,9
4539,"FR423YZ",0,0,127,12,"09/30/22 00:00:00",1,0,0,0,9
4540,"FP634RH",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4871,"GP160CP",0,0,92,4,"05/31/23 00:00:00",1,0,0,0,9
5036,"FG294EE",0,0,14,4,"01/31/24 00:00:00",1,0,0,0,9
4541,"FP271RM",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4542,"EC380KT",0,0,127,12,"07/31/23 00:00:00",1,0,0,0,9
4543,"FW266KA",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4544,"EF956DV",0,0,127,12,"09/30/22 00:00:00",1,0,0,0,9
4545,"FZ832AR",0,0,127,12,"10/31/22 00:00:00",1,0,0,0,9
4546,"ES564VL",0,0,127,12,"03/31/23 00:00:00",1,0,0,0,9
4547,"EG266PH",0,0,127,12,"02/28/23 00:00:00",1,0,0,0,9
4549,"DD077HP",0,0,127,12,"09/30/22 00:00:00",1,0,0,0,9
4550,"GF831JK",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4551,"FL461RD",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4552,"GD093GK",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4553,"GD145GK",0,0,127,12,"02/28/23 00:00:00",1,0,0,0,9
4554,"BE768FB",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4555,"UD673070",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4556,"ET402ME",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4557,"EZ945PY",0,0,127,12,"04/30/23 00:00:00",1,0,0,0,9
4558,"AN914WD",0,0,127,12,"11/30/22 00:00:00",1,0,0,0,9
4559,"EW325LG",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4560,"FA845VR",0,0,127,12,"08/31/23 00:00:00",1,0,0,0,9
4561,"EY616EZ",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4562,"CD977CK",0,0,127,12,"09/30/22 00:00:00",1,0,0,0,9
4563,"BF802BT",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4564,"GE149GM",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4565,"GF542JC",0,0,127,12,"07/31/23 00:00:00",1,0,0,0,9
4572,"GF608JK",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4573,"GF607JK",0,0,127,12,"05/31/23 00:00:00",1,0,0,0,9
4574,"EK481JA",0,0,127,12,"12/31/22 00:00:00",1,0,0,0,9
4581,"FN789PL",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4583,"GP575CP",0,0,127,12,"10/31/22 00:00:00",1,0,0,0,9
4584,"GJ117BR",0,0,127,12,"01/31/23 00:00:00",1,0,0,0,9
4586,"GC431VR",0,0,84,12,"10/31/22 00:00:00",1,0,0,0,9
4591,"GJ887BR",0,0,83,4,"09/30/22 00:00:00",1,0,0,0,9
4592,"GJ886BR",0,0,83,4,"09/30/22 00:00:00",1,0,0,0,9
4593,"GJ888BR",0,0,14,4,"09/30/22 00:00:00",1,0,0,0,9
4597,"DB184WS",0,0,78,4,"03/31/23 00:00:00",1,0,0,0,9
4601,"FS157BA",0,0,96,12,"06/30/23 00:00:00",1,0,0,0,9
4604,"GJ017BR",0,0,104,4,"12/31/22 00:00:00",1,0,0,0,9
4614,"GJ951BR,",0,0,14,4,"09/30/22 00:00:00",1,0,0,0,9
4615,"EY583SN",0,0,92,12,"02/28/23 00:00:00",1,0,0,0,9
4616,"GJ961BR",0,0,84,4,"09/30/22 00:00:00",1,0,0,0,9
4617,"GJ962BR",0,0,84,4,"09/30/22 00:00:00",1,0,0,0,9
4619,"GJ664BR",0,0,89,12,"06/30/22 00:00:00",1,0,0,0,9
4620,"GJ692BR",0,0,83,4,"10/31/22 00:00:00",1,0,0,0,9
4621,"GJ693BR",0,0,83,4,"10/31/22 00:00:00",1,0,0,0,9
4622,"GJ694BR",0,0,83,4,"10/31/22 00:00:00",1,0,0,0,9
4624,"GJ912BR",0,0,83,4,"09/30/22 00:00:00",1,0,0,0,9
4625,"GJ995BR",0,0,14,4,"10/31/22 00:00:00",1,0,0,0,9
4633,"GJ976BR",0,0,73,12,"09/30/22 00:00:00",1,0,0,0,9
4635,"GM034AS",0,0,14,4,"10/31/22 00:00:00",1,0,0,0,9
4636,"GM033AS",0,0,41,4,"10/31/22 00:00:00",1,0,0,0,9
4637,"GM032AS",0,0,41,4,"10/31/22 00:00:00",1,0,0,0,9
4638,"GM042AS",0,0,97,12,"10/31/22 00:00:00",1,0,0,0,9
4639,"GM041AS",0,0,87,4,"10/31/22 00:00:00",1,0,0,0,9
4640,"FE968TJ",0,0,110,12,"10/31/23 00:00:00",1,0,0,0,9
4643,"CB884MK",0,0,110,12,"10/31/23 00:00:00",1,0,0,0,9
4644,"GM051AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4645,"GM050AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4646,"GM049AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4647,"GM048AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4648,"GM047AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4649,"GM046AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4650,"GM045AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4651,"GM044AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4652,"GM052AS",0,0,82,4,"10/31/22 00:00:00",1,0,0,0,9
4654,"GM070AS",0,0,2,4,"10/31/22 00:00:00",1,0,0,0,9
4655,"GJ638BR",0,0,59,4,"02/28/23 00:00:00",1,0,0,0,9
4656,"GE003GF",0,0,84,12,"05/31/23 00:00:00",1,0,0,0,9
4657,"FF339XL",0,0,84,4,"11/30/22 00:00:00",1,0,0,0,9
4658,"FF340XL",0,0,84,4,"11/30/22 00:00:00",1,0,0,0,9
4659,"FF801PM",0,0,14,4,"03/31/23 00:00:00",1,0,0,0,9
4660,"GC762RN",0,0,82,4,"02/28/22 00:00:00",1,0,0,0,9
4661,"GC831RN",0,0,104,4,"11/30/22 00:00:00",1,0,0,0,9
4663,"FM132PM",0,0,115,12,"11/30/22 00:00:00",1,0,0,0,9
4665,"FF074XL",0,0,17,4,"05/31/25 00:00:00",1,0,0,0,9
4666,"GJ711BR",0,0,118,12,"11/30/22 00:00:00",1,0,0,0,9
4669,"GM128AS",0,0,14,4,"11/30/22 00:00:00",1,0,0,0,9
4670,"GM127AS",0,0,14,4,"11/30/22 00:00:00",1,0,0,0,9
4671,"GM129AS",0,0,41,4,"11/30/22 00:00:00",1,0,0,0,9
4673,"GL638HC",0,0,96,12,"10/31/22 00:00:00",1,0,0,0,9
4674,"GL639HC",0,0,96,12,"10/31/22 00:00:00",1,0,0,0,9
4676,"GC309RN",0,0,104,4,"12/31/20 00:00:00",1,0,0,0,9
4681,"GM157AS",0,0,41,4,"11/30/22 00:00:00",1,0,0,0,9
4684,"GK506CE",0,0,73,12,"05/31/23 00:00:00",1,0,0,0,9
4685,"GM256AS",0,0,77,4,"12/31/22 00:00:00",1,0,0,0,9
4686,"GM262AS",0,0,14,4,"12/31/22 00:00:00",1,0,0,0,9
4688,"GM268AS",0,0,14,4,"12/31/22 00:00:00",1,0,0,0,9
4689,"GM267AS",0,0,92,4,"12/31/22 00:00:00",1,0,0,0,9
4690,"EB247PZ",0,0,128,12,"12/31/23 00:00:00",1,0,0,0,9
4691,"FC302FW",0,0,128,12,"12/31/23 00:00:00",1,0,0,0,9
4692,"FT147CV",0,0,14,4,"01/31/23 00:00:00",1,0,0,0,9
4694,"GM760AM",0,0,35,12,"12/31/22 00:00:00",1,0,0,0,9
4695,"GM709AR",0,0,73,12,"12/31/22 00:00:00",1,0,0,0,9
4696,"GM708AR",0,0,73,12,"12/31/22 00:00:00",1,0,0,0,9
4697,"GM710AR",0,0,73,12,"12/31/22 00:00:00",1,0,0,0,9
4698,"GM285AS",0,0,77,4,"12/31/22 00:00:00",1,0,0,0,9
4699,"GM755AV",0,0,128,12,"12/31/22 00:00:00",1,0,0,0,9
4700,"FD088VC",0,0,121,4,"02/28/23 00:00:00",1,0,0,0,9
4701,"GM378GL",0,0,83,12,"12/31/22 00:00:00",1,0,0,0,9
4702,"GM379GL",0,0,83,12,"12/31/22 00:00:00",1,0,0,0,9
4703,"GM292AS",0,0,87,4,"12/31/22 00:00:00",1,0,0,0,9
4704,"GM294AS",0,0,97,12,"12/31/22 00:00:00",1,0,0,0,9
4706,"GM380AK",0,0,115,12,"12/31/22 00:00:00",1,0,0,0,9
4707,"GL893HF",0,0,96,12,"12/31/22 00:00:00",1,0,0,0,9
4708,"GW988BG",0,0,113,4,"12/31/22 00:00:00",1,0,0,0,9
4709,"DP292KW",0,0,35,4,"12/31/22 00:00:00",1,0,0,0,9
4710,"GM308AS",0,0,86,4,"12/31/22 00:00:00",1,0,0,0,9
4711,"GM331AS",0,0,113,4,"12/31/22 00:00:00",1,0,0,0,9
4712,"FV086DG",0,0,128,12,"01/31/23 00:00:00",1,0,0,0,9
4713,"GD883HP",0,0,128,12,"01/31/23 00:00:00",1,0,0,0,9
4714,"GA152BC",0,0,128,12,"01/31/23 00:00:00",1,0,0,0,9
4715,"FN919WD",0,0,83,12,"07/31/23 00:00:00",1,0,0,0,9
4716,"GM760AR",0,0,4,4,"01/31/23 00:00:00",1,0,0,0,9
4717,"GM344AS",0,0,113,4,"01/31/23 00:00:00",1,0,0,0,9
4718,"GM338AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4719,"GM339AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4720,"GM340AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4721,"GM341AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4722,"GM342AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4723,"GM343AS",0,0,89,12,"01/31/23 00:00:00",1,0,0,0,9
4725,"GM370AS",0,0,92,4,"01/31/23 00:00:00",1,0,0,0,9
4727,"GD299GK",0,0,104,4,"11/30/22 00:00:00",1,0,0,0,9
4728,"GM373AS",0,0,113,4,"01/31/23 00:00:00",1,0,0,0,9
4730,"GM402AS",0,0,113,4,"01/31/23 00:00:00",1,0,0,0,9
4731,"GM424AS",0,0,79,4,"01/31/23 00:00:00",1,0,0,0,9
4747,"GK981VW",0,0,86,12,"11/30/23 00:00:00",1,0,0,0,9
4748,"GL540HF",0,0,86,12,"11/30/23 00:00:00",1,0,0,0,9
4749,"GM453AS",0,0,16,4,"02/28/23 00:00:00",1,0,0,0,9
4750,"GM454AS",0,0,16,4,"02/28/23 00:00:00",1,0,0,0,9
4751,"GM455AS",0,0,16,4,"02/28/23 00:00:00",1,0,0,0,9
4752,"GM852AR",0,0,1,4,"02/28/23 00:00:00",1,0,0,0,9
4753,"GM472AS",0,0,19,12,"02/28/23 00:00:00",1,0,0,0,9
4754,"GM471AS",0,0,19,12,"02/28/23 00:00:00",1,0,0,0,9
4755,"GM481AS",0,0,17,4,"02/28/23 00:00:00",1,0,0,0,9
4756,"GM480AS",0,0,17,4,"02/28/23 00:00:00",1,0,0,0,9
4757,"GM479AS",0,0,17,4,"02/28/23 00:00:00",1,0,0,0,9
4758,"GM478AS",0,0,17,4,"02/28/23 00:00:00",1,0,0,0,9
4759,"GF272JK",0,0,84,12,"10/31/23 00:00:00",1,0,0,0,9
4760,"GM486AS",0,0,17,4,"02/28/23 00:00:00",1,0,0,0,9
4761,"GM158AS",0,0,97,12,"11/30/22 00:00:00",1,0,0,0,9
4762,"GM459AS",0,0,97,12,"02/28/23 00:00:00",1,0,0,0,9
4763,"GM458AS",0,0,97,12,"02/28/23 00:00:00",1,0,0,0,9
4766,"GM498AS",0,0,77,4,"02/28/23 00:00:00",1,0,0,0,9
4767,"GM502AS",0,0,97,12,"02/28/23 00:00:00",1,0,0,0,9
4768,"DC966TX",0,0,110,12,"02/28/23 00:00:00",1,0,0,0,9
4770,"GK172LT",0,0,30,4,"01/31/23 00:00:00",1,0,0,0,9
4771,"GM757RM",0,0,84,12,"01/31/24 00:00:00",1,0,0,0,9
4772,"GM758RM",0,0,84,12,"01/31/24 00:00:00",1,0,0,0,9
4773,"CW574MY",0,0,127,12,"06/30/23 00:00:00",1,0,0,0,9
4776,"GK777SF",0,0,75,12,"07/31/23 00:00:00",1,0,0,0,9
4777,"GM103RN",0,0,84,12,"02/28/23 00:00:00",1,0,0,0,9
4778,"GM558AS",0,0,73,12,"02/28/23 00:00:00",1,0,0,0,9
4779,"GM563AS",0,0,83,4,"03/31/23 00:00:00",1,0,0,0,9
4780,"GM564AS",0,0,83,4,"03/31/23 00:00:00",1,0,0,0,9
4781,"GM565AS",0,0,83,4,"03/31/23 00:00:00",1,0,0,0,9
4782,"GM568AS",0,0,83,4,"03/31/23 00:00:00",1,0,0,0,9
4783,"GM569AS",0,0,83,4,"03/31/23 00:00:00",1,0,0,0,9
4785,"FT028GF",0,0,129,4,"05/31/23 00:00:00",1,0,0,0,9
4788,"DR693ZB",0,0,129,4,"06/30/23 00:00:00",1,0,0,0,9
4790,"EG043FP",0,0,129,12,"02/28/24 00:00:00",1,0,0,0,9
4792,"FD375LP",0,0,129,4,"03/31/23 00:00:00",1,0,0,0,9
4794,"AW723RK",0,0,129,12,"09/30/23 00:00:00",1,0,0,0,9
4796,"GD555GA",0,0,129,12,"11/30/23 00:00:00",1,0,0,0,9
4797,"GJ279BR",0,0,97,12,"02/28/24 00:00:00",1,0,0,0,9
4798,"GG935RW",0,0,98,12,"07/31/23 00:00:00",1,0,0,0,9
4801,"GM647AS",0,0,98,12,"03/31/23 00:00:00",1,0,0,0,9
4802,"FN140WD",0,0,16,4,"07/31/23 00:00:00",1,0,0,0,9
4803,"FN141WD",0,0,16,4,"07/31/23 00:00:00",1,0,0,0,9
